RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,SpecCodeType,SpecCode,SpecVal,Sex,TotalNo,CatIdentifier,NoMeas,SubFactor,SubWgt,CatCatchWgt,LngtCode,LngtClass,HLNoAtLngt,DevStage,LenMeasType,ValidAphiaID,ScientificName_WoRMS,DateofCalculation
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C01048,48,2001,W,127066,1,-9,232.00,1,116,1.0000,-9,38560,.,240,14.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C01049,49,2001,W,127066,1,-9,4.00,1,2,1.0000,-9,920,.,230,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C01049,49,2001,W,127066,1,-9,4.00,1,2,1.0000,-9,920,.,240,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C01061,61,2001,W,127066,1,-9,6.00,1,3,1.0000,-9,1200,.,70,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C01061,61,2001,W,127066,1,-9,6.00,1,3,1.0000,-9,1200,.,240,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C01061,61,2001,W,127066,1,-9,6.00,1,3,1.0000,-9,1200,.,250,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C01062,62,2001,W,127066,1,-9,130.00,1,65,1.0000,-9,33599,.,170,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C01062,62,2001,W,127066,1,-9,130.00,1,65,1.0000,-9,33599,.,180,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C01062,62,2001,W,127066,1,-9,130.00,1,65,1.0000,-9,33599,.,210,10.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C01062,62,2001,W,127066,1,-9,130.00,1,65,1.0000,-9,33599,.,220,12.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C01064,64,2001,W,127066,1,-9,2.00,1,1,1.0000,-9,720,.,280,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02101,101,2002,W,127066,1,-9,8.00,1,4,1.0000,-9,275,.,60,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02101,101,2002,W,127066,1,-9,8.00,1,4,1.0000,-9,275,.,70,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02101,101,2002,W,127066,1,-9,8.00,1,4,1.0000,-9,275,.,80,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02101,101,2002,W,127066,1,-9,8.00,1,4,1.0000,-9,275,.,180,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02079,79,2002,W,127066,1,M,46.00,1,23,1.0000,-9,4440,.,140,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02079,79,2002,W,127066,1,M,46.00,1,23,1.0000,-9,4440,.,160,8.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02079,79,2002,W,127066,1,M,46.00,1,23,1.0000,-9,4440,.,170,10.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02079,79,2002,W,127066,1,M,46.00,1,23,1.0000,-9,4440,.,180,16.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02079,79,2002,W,127066,1,M,46.00,1,23,1.0000,-9,4440,.,190,10.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02079,79,2002,W,127066,1,-9,108.00,1,54,1.0000,-9,6062,.,60,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02079,79,2002,W,127066,1,-9,108.00,1,54,1.0000,-9,6062,.,70,10.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02079,79,2002,W,127066,1,-9,108.00,1,54,1.0000,-9,6062,.,80,18.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02079,79,2002,W,127066,1,-9,108.00,1,54,1.0000,-9,6062,.,90,8.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02079,79,2002,W,127066,1,-9,108.00,1,54,1.0000,-9,6062,.,100,26.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02079,79,2002,W,127066,1,-9,108.00,1,54,1.0000,-9,6062,.,110,32.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02079,79,2002,W,127066,1,-9,108.00,1,54,1.0000,-9,6062,.,120,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02079,79,2002,W,127066,1,-9,108.00,1,54,1.0000,-9,6062,.,210,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02079,79,2002,W,127066,1,-9,108.00,1,54,1.0000,-9,6062,.,230,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02079,79,2002,W,127066,1,-9,108.00,1,54,1.0000,-9,6062,.,280,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02079,79,2002,W,127066,1,-9,108.00,1,54,1.0000,-9,6062,.,300,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02079,79,2002,W,127066,1,-9,108.00,1,54,1.0000,-9,6062,.,320,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02056,56,2002,W,127066,1,-9,168.00,1,35,1.0000,-9,1200,.,60,9.60,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02056,56,2002,W,127066,1,-9,168.00,1,35,1.0000,-9,1200,.,70,52.80,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02056,56,2002,W,127066,1,-9,168.00,1,35,1.0000,-9,1200,.,80,96.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02056,56,2002,W,127066,1,-9,168.00,1,35,1.0000,-9,1200,.,90,9.60,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02075,75,2002,W,127066,1,-9,124.00,1,62,1.0000,-9,7999,.,180,36.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02075,75,2002,W,127066,1,-9,124.00,1,62,1.0000,-9,7999,.,190,14.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02041,41,2002,W,127066,1,-9,10.00,1,5,1.0000,-9,819,.,60,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02041,41,2002,W,127066,1,-9,10.00,1,5,1.0000,-9,819,.,170,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02041,41,2002,W,127066,1,-9,10.00,1,5,1.0000,-9,819,.,180,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02065,65,2002,W,127066,1,-9,6.00,1,3,1.0000,-9,437,.,150,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02065,65,2002,W,127066,1,-9,6.00,1,3,1.0000,-9,437,.,160,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02065,65,2002,W,127066,1,-9,6.00,1,3,1.0000,-9,437,.,180,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02027,27,2002,W,127066,1,-9,2.00,1,1,1.0000,-9,779,.,290,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02028,28,2002,W,127066,1,-9,10.00,1,5,1.0000,-9,2960,.,190,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02028,28,2002,W,127066,1,-9,10.00,1,5,1.0000,-9,2960,.,230,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02028,28,2002,W,127066,1,-9,10.00,1,5,1.0000,-9,2960,.,250,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02028,28,2002,W,127066,1,-9,10.00,1,5,1.0000,-9,2960,.,260,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02070,70,2002,W,127066,1,-9,14.00,1,7,1.0000,-9,87,.,50,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02070,70,2002,W,127066,1,-9,14.00,1,7,1.0000,-9,87,.,70,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02070,70,2002,W,127066,1,-9,14.00,1,7,1.0000,-9,87,.,80,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02071,71,2002,W,127066,1,-9,4.00,1,2,1.0000,-9,959,.,190,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02071,71,2002,W,127066,1,-9,4.00,1,2,1.0000,-9,959,.,270,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02074,74,2002,W,127066,1,-9,52.00,1,26,1.0000,-9,11570,.,200,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02074,74,2002,W,127066,1,-9,52.00,1,26,1.0000,-9,11570,.,210,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02074,74,2002,W,127066,1,-9,52.00,1,26,1.0000,-9,11570,.,220,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02074,74,2002,W,127066,1,-9,52.00,1,26,1.0000,-9,11570,.,230,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02074,74,2002,W,127066,1,-9,52.00,1,26,1.0000,-9,11570,.,240,8.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02074,74,2002,W,127066,1,-9,52.00,1,26,1.0000,-9,11570,.,250,12.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02074,74,2002,W,127066,1,-9,52.00,1,26,1.0000,-9,11570,.,260,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02074,74,2002,W,127066,1,-9,52.00,1,26,1.0000,-9,11570,.,280,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02075,75,2002,W,127066,1,-9,124.00,1,62,1.0000,-9,7999,.,70,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02075,75,2002,W,127066,1,-9,124.00,1,62,1.0000,-9,7999,.,80,32.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02075,75,2002,W,127066,1,-9,124.00,1,62,1.0000,-9,7999,.,90,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02075,75,2002,W,127066,1,-9,124.00,1,62,1.0000,-9,7999,.,100,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02075,75,2002,W,127066,1,-9,124.00,1,62,1.0000,-9,7999,.,110,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02075,75,2002,W,127066,1,-9,124.00,1,62,1.0000,-9,7999,.,150,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02075,75,2002,W,127066,1,-9,124.00,1,62,1.0000,-9,7999,.,160,16.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02075,75,2002,W,127066,1,-9,124.00,1,62,1.0000,-9,7999,.,170,12.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02073,73,2002,W,127066,1,-9,663.93,1,146,1.0000,-9,60689,.,70,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02073,73,2002,W,127066,1,-9,663.93,1,146,1.0000,-9,60689,.,90,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02073,73,2002,W,127066,1,-9,663.93,1,146,1.0000,-9,60689,.,150,4.60,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02073,73,2002,W,127066,1,-9,663.93,1,146,1.0000,-9,60689,.,160,27.61,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02073,73,2002,W,127066,1,-9,663.93,1,146,1.0000,-9,60689,.,170,147.23,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02073,73,2002,W,127066,1,-9,663.93,1,146,1.0000,-9,60689,.,180,179.44,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02073,73,2002,W,127066,1,-9,663.93,1,146,1.0000,-9,60689,.,190,161.03,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02073,73,2002,W,127066,1,-9,663.93,1,146,1.0000,-9,60689,.,200,92.02,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02073,73,2002,W,127066,1,-9,663.93,1,146,1.0000,-9,60689,.,210,13.80,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02073,73,2002,W,127066,1,-9,663.93,1,146,1.0000,-9,60689,.,230,27.61,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02073,73,2002,W,127066,1,-9,663.93,1,146,1.0000,-9,60689,.,240,4.60,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02074,74,2002,W,127066,1,-9,52.00,1,26,1.0000,-9,11570,.,60,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02077,77,2002,W,127066,1,-9,32.00,1,16,1.0000,-9,12594,.,80,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02077,77,2002,W,127066,1,-9,32.00,1,16,1.0000,-9,12594,.,190,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02077,77,2002,W,127066,1,-9,32.00,1,16,1.0000,-9,12594,.,200,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02077,77,2002,W,127066,1,-9,32.00,1,16,1.0000,-9,12594,.,230,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02077,77,2002,W,127066,1,-9,32.00,1,16,1.0000,-9,12594,.,240,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02077,77,2002,W,127066,1,-9,32.00,1,16,1.0000,-9,12594,.,250,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02077,77,2002,W,127066,1,-9,32.00,1,16,1.0000,-9,12594,.,260,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02077,77,2002,W,127066,1,-9,32.00,1,16,1.0000,-9,12594,.,270,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02077,77,2002,W,127066,1,-9,32.00,1,16,1.0000,-9,12594,.,280,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02077,77,2002,W,127066,1,-9,32.00,1,16,1.0000,-9,12594,.,320,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02077,77,2002,W,127066,1,-9,32.00,1,16,1.0000,-9,12594,.,470,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02078,78,2002,W,127066,1,-9,8.00,1,4,1.0000,-9,1070,.,70,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02078,78,2002,W,127066,1,-9,8.00,1,4,1.0000,-9,1070,.,190,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02078,78,2002,W,127066,1,-9,8.00,1,4,1.0000,-9,1070,.,220,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02072,72,2002,W,127066,1,-9,2.00,1,1,1.0000,-9,19,.,90,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02096,96,2002,W,127066,1,-9,46.00,1,23,1.0000,-9,13680,.,70,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02096,96,2002,W,127066,1,-9,46.00,1,23,1.0000,-9,13680,.,80,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02096,96,2002,W,127066,1,-9,46.00,1,23,1.0000,-9,13680,.,180,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02096,96,2002,W,127066,1,-9,46.00,1,23,1.0000,-9,13680,.,210,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02096,96,2002,W,127066,1,-9,46.00,1,23,1.0000,-9,13680,.,220,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02096,96,2002,W,127066,1,-9,46.00,1,23,1.0000,-9,13680,.,240,10.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02096,96,2002,W,127066,1,-9,46.00,1,23,1.0000,-9,13680,.,260,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02096,96,2002,W,127066,1,-9,46.00,1,23,1.0000,-9,13680,.,270,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02096,96,2002,W,127066,1,-9,46.00,1,23,1.0000,-9,13680,.,280,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02029,29,2002,W,127066,1,-9,4.00,1,2,1.0000,-9,916,.,230,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02029,29,2002,W,127066,1,-9,4.00,1,2,1.0000,-9,916,.,240,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02030,30,2002,W,127066,1,-9,6.00,1,3,1.0000,-9,1720,.,240,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02030,30,2002,W,127066,1,-9,6.00,1,3,1.0000,-9,1720,.,250,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02032,32,2002,W,127066,1,-9,2.00,1,1,1.0000,-9,638,.,260,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02037,37,2002,W,127066,1,-9,10.00,1,5,1.0000,-9,1399,.,170,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02037,37,2002,W,127066,1,-9,10.00,1,5,1.0000,-9,1399,.,180,8.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02038,38,2002,W,127066,1,-9,2.00,1,1,1.0000,-9,19,.,70,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02004,4,2002,W,127066,1,-9,4.00,1,2,1.0000,-9,342,.,170,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02004,4,2002,W,127066,1,-9,4.00,1,2,1.0000,-9,342,.,190,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02040,40,2002,W,127066,1,-9,261.87,1,55,1.0000,-9,29520,.,150,14.28,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02040,40,2002,W,127066,1,-9,261.87,1,55,1.0000,-9,29520,.,160,47.61,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02040,40,2002,W,127066,1,-9,261.87,1,55,1.0000,-9,29520,.,170,52.37,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02040,40,2002,W,127066,1,-9,261.87,1,55,1.0000,-9,29520,.,180,85.70,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02040,40,2002,W,127066,1,-9,261.87,1,55,1.0000,-9,29520,.,190,38.09,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02040,40,2002,W,127066,1,-9,261.87,1,55,1.0000,-9,29520,.,220,14.28,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02040,40,2002,W,127066,1,-9,261.87,1,55,1.0000,-9,29520,.,230,4.76,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02040,40,2002,W,127066,1,-9,261.87,1,55,1.0000,-9,29520,.,280,4.76,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02043,43,2002,W,127066,1,-9,58.00,1,29,1.0000,-9,17799,.,50,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02043,43,2002,W,127066,1,-9,58.00,1,29,1.0000,-9,17799,.,70,14.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02043,43,2002,W,127066,1,-9,58.00,1,29,1.0000,-9,17799,.,80,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02043,43,2002,W,127066,1,-9,58.00,1,29,1.0000,-9,17799,.,150,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02043,43,2002,W,127066,1,-9,58.00,1,29,1.0000,-9,17799,.,160,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02043,43,2002,W,127066,1,-9,58.00,1,29,1.0000,-9,17799,.,170,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02043,43,2002,W,127066,1,-9,58.00,1,29,1.0000,-9,17799,.,400,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02043,43,2002,W,127066,1,-9,58.00,1,29,1.0000,-9,17799,.,420,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02043,43,2002,W,127066,1,-9,58.00,1,29,1.0000,-9,17799,.,180,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C02043,43,2002,W,127066,1,-9,58.00,1,29,1.0000,-9,17799,.,300,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
